filename,label
yaniv_1 copy.png,training
yaniv_2 copy.png,training
yaniv_3 copy.png,training
yaniv_4 copy.png,training
yaniv_5 copy.png,training
yaniv_6 copy.png,training
yaniv_7 copy.png,training
yaniv_8 copy.png,training
yaniv_9 copy.png,training
yaniv_10 copy.png,training
yaniv_11 copy.png,training
yaniv_12 copy.png,training
yaniv_13 copy.png,training
yaniv_14 copy.png,training
yaniv_15 copy.png,training
yaniv_16 copy.png,training
yaniv_17 copy.png,training
yaniv_18 copy.png,training
yaniv_19 copy.png,training
yaniv_20 copy.png,training
yaniv_21 copy.png,training
yaniv_22 copy.png,training
yaniv_23 copy.png,training
yaniv_24 copy.png,training
yaniv_25 copy.png,training
f42887_e_000 copy.png,exp
f42887_e_001 copy.png,exp
f42887_e_002 copy.png,exp
f42887_e_003 copy.png,exp
f42887_e_004 copy.png,exp
f42887_e_005 copy.png,exp
f42887_e_006 copy.png,exp
f42887_e_007 copy.png,exp
f42887_e_008 copy.png,exp
f42887_e_009 copy.png,exp
f42887_e_010 copy.png,exp
f42887_e_011 copy.png,exp
f42887_e_012 copy.png,exp
f42887_e_013 copy.png,exp
f42887_e_014 copy.png,exp
f42887_e_015 copy.png,exp
f42887_e_016 copy.png,exp
f42887_e_017 copy.png,exp
f42887_e_018 copy.png,exp
f42887_e_019 copy.png,exp
f42887_e_020 copy.png,exp
f42887_e_021 copy.png,exp
f42887_e_022 copy.png,exp
f42887_e_023 copy.png,exp
f42887_e_024 copy.png,exp
f42887_e_025 copy.png,exp
f42887_e_026 copy.png,exp
f42887_e_027 copy.png,exp
f42887_e_028 copy.png,exp
f42887_e_029 copy.png,exp
f42887_e_000.jpg,exp
f42887_e_001.jpg,exp
f42887_e_002.jpg,exp
f42887_e_003.jpg,exp
f42887_e_004.jpg,exp
f42887_e_005.jpg,exp
f42887_e_006.jpg,exp
f42887_e_007.jpg,exp
f42887_e_008.jpg,exp
f42887_e_009.jpg,exp
f42887_e_010.jpg,exp
f42887_e_011.jpg,exp
f42887_e_012.jpg,exp
f42887_e_013.jpg,exp
f42887_e_014.jpg,exp
f42887_e_015.jpg,exp
f42887_e_016.jpg,exp
f42887_e_017.jpg,exp
f42887_e_018.jpg,exp
f42887_e_019.jpg,exp
f42887_e_020.jpg,exp
f42887_e_021.jpg,exp
f42887_e_022.jpg,exp
f42887_e_023.jpg,exp
f42887_e_024.jpg,exp
f42887_e_025.jpg,exp
f42887_e_026.jpg,exp
f42887_e_027.jpg,exp
f42887_e_028.jpg,exp
f42887_e_029.jpg,exp
f42887_e_000_flip.jpg,exp
f42887_e_001_flip.jpg,exp
f42887_e_002_flip.jpg,exp
f42887_e_003_flip.jpg,exp
f42887_e_004_flip.jpg,exp
f42887_e_005_flip.jpg,exp
f42887_e_006_flip.jpg,exp
f42887_e_007_flip.jpg,exp
f42887_e_008_flip.jpg,exp
f42887_e_009_flip.jpg,exp
f42887_e_010_flip.jpg,exp
f42887_e_011_flip.jpg,exp
f42887_e_012_flip.jpg,exp
f42887_e_013_flip.jpg,exp
f42887_e_014_flip.jpg,exp
f42887_e_015_flip.jpg,exp
f42887_e_016_flip.jpg,exp
f42887_e_017_flip.jpg,exp
f42887_e_018_flip.jpg,exp
f42887_e_019_flip.jpg,exp
f42887_e_020_flip.jpg,exp
f42887_e_021_flip.jpg,exp
f42887_e_022_flip.jpg,exp
f42887_e_023_flip.jpg,exp
f42887_e_024_flip.jpg,exp
f42887_e_025_flip.jpg,exp
f42887_e_026_flip.jpg,exp
f42887_e_027_flip.jpg,exp
f42887_e_028_flip.jpg,exp
f42887_e_029_flip.jpg,exp
